4.942772,-0.973579,0.973529,-0.000050
4.984661,-0.963162,0.962930,-0.000233
5.026548,-0.951056,0.950938,-0.000118
5.068436,-0.937282,0.937214,-0.000068
5.110324,-0.921863,0.921622,-0.000241
5.152212,-0.904827,0.904738,-0.000089
5.194100,-0.886204,0.886156,-0.000047
5.235988,-0.866025,0.865774,-0.000251
5.277876,-0.844328,0.844203,-0.000125
5.319764,-0.821149,0.821035,-0.000114
5.361651,-0.796530,0.796576,0.000046
5.403540,-0.770513,0.770215,-0.000298
5.445427,-0.743145,0.743072,-0.000072
5.487315,-0.714473,0.714537,0.000064
5.529203,-0.684547,0.684235,-0.000312
5.571091,-0.653420,0.653322,-0.000098
5.612979,-0.621148,0.621288,0.000140
5.654867,-0.587785,0.587487,-0.000298
5.696755,-0.553391,0.553313,-0.000079
5.738643,-0.518027,0.517915,-0.000112
5.780530,-0.481754,0.481941,0.000187
5.822419,-0.444635,0.444335,-0.000300
5.864306,-0.406736,0.406662,-0.000075
5.906194,-0.368125,0.368343,0.000218
5.948082,-0.328866,0.328546,-0.000320
5.989970,-0.289032,0.288996,-0.000035
6.031858,-0.248690,0.248648,-0.000042
6.073746,-0.207912,0.208146,0.000234
6.115634,-0.166768,0.166753,-0.000015
6.157522,-0.125333,0.124774,-0.000559
6.199409,-0.083678,0.084202,0.000525
